name,rating,total_rating,salaries
Rentokil Initial,3.4,(132),132
Dayanand Medical College & Hospital,3.6,(132),132
Naresh Kumar & Co.,4.2,(132),132
CamelQ Software Solutions,4.0,(132),132
Life Care Logistic,3.2,(132),132
Dhanlaxmi Bank,4.1,(133),133
Global Cloud Xchange,3.2,(132),132
Rollick Ice Cream,4.0,(132),132
Tranistics Data Technologies,3.4,(132),132
CORNITOS,4.1,(133),133
Babaji Shivram Clearing & Carriers,3.2,(132),132
A.K.AUTOMATICS,3.7,(132),132
NirogStreet,3.1,(132),132
Kin Marché,4.0,(132),132
Basix,4.4,(132),132
SAL Automotive,3.6,(132),132
Cambridge Technology Enterprises,3.2,(132),132
Seoyon E-HWA Summit,3.2,(132),132
Internship Studio,4.1,(132),132
Maire Tecnimont,4.1,(132),132
Mindrill Systems Solutions,3.5,(133),133
Connect India E Commerce Services,2.8,(132),132
Ethos,3.0,(132),132
Delhi Public School Ghaziabad Society,3.2,(133),133
Central ParK,4.1,(132),132
